executive_order_number,title,signing_date,disposition_notes,president,days,count
12554.0,Nuclear Cooperation With EURATOM,1986-02-28,"Federal Register page and date: 51 FR 7423; March 4, 1986
See: 
		EO 12753, March 8, 1991; 
		EO

 12791, March 9, 1992",Ronald Reagan,1865,268.0
12555.0,Protection of Cultural Property,1986-03-10,"Federal Register page and date: 51 FR 8475; March 12, 1986
Amended by: 
		EO 13286, February 28, 2003",Ronald Reagan,1875,269.0
12556.0,Mailing privileges of members of Armed Forces of the United States and of friendly foreign nations,1986-04-16,"Federal Register page and date: 51 FR 13205; April 18, 1986",Ronald Reagan,1912,270.0
12557.0,Establishing an emergency board to investigate disputes between the Maine Central Railroad Company/Portland Terminal Company and certain of their employees represented by the Brotherhood of Maintenance of Way Employees,1986-05-16,"Federal Register page and date: 51 FR 18429; May 20, 1986",Ronald Reagan,1942,271.0
12558.0,Establishing an emergency board to investigate a dispute between the Long Island Rail Road and certain labor organizations representing Its employees,1986-05-16,"Federal Register page and date: 51 FR 18431; May 20, 1986",Ronald Reagan,1942,272.0
12559.0,Exclusions From the Federal-Labor Management Relations Program,1986-05-20,"Federal Register page and date: 51 FR 18761; May 22, 1986
Amends: 
		EO 12171, November 19, 1979
Voided by: U.S. District Court Decision - AFGE v. Ronald Reagan, U.S.D.C. Dist. of Columbia Civil Action No. 86-1587, July 10, 1987",Ronald Reagan,1946,273.0
12560.0,Administration of foreign relations and related functions,1986-05-24,"Federal Register page and date: 51 FR 19159; May 28, 1986
Amends: 
		EO 11958, January 18, 1977;

 
		EO 12163, September 29, 1979",Ronald Reagan,1950,274.0
12561.0,Delegating certain functions of the President relating to Federal civilian employee and contractor travel expenses,1986-07-01,"Federal Register page and date: 51 FR 24299; July 3, 1986
Amends: 
		EO 10621, July 1, 1955
Revokes: 
		EO 11294, August 4, 1966",Ronald Reagan,1988,275.0
12562.0,Establishing an emergency board to investigate disputes between certain railroads represented by the National Carriers' Conference Committee of the National Railway Labor Conference and their employees represented by certain labor organizations,1986-07-15,"Federal Register page and date: 51 FR 25845; July 17, 1986",Ronald Reagan,2002,276.0
12563.0,Establishing an emergency board to investigate a dispute between the Long Island Rail Road and certain labor organizations representing its employees,1986-09-12,"Federal Register page and date: 51 FR 32777; September 16, 1986",Ronald Reagan,2061,277.0
12564.0,Drug-Free Federal Workplace,1986-09-15,"Federal Register page and date: 51 FR 32889; September 17, 1986
See: 
		EO 10450, April 27, 1953;

 
		EO 12333, December 4, 1981; 
		EO

 12356, April 2, 1982; 54 FR 14024, April 6, 1989",Ronald Reagan,2064,278.0
12565.0,Prescribing a comprehensive system of financial reporting for officers and employees in the executive branch,1986-09-25,"Federal Register page and date: 51 FR 34437; September 29, 1986
Amends: 
		EO 11222, May 8, 1965
Revoked by: 
		EO 12674, April 12, 1989
See: 
		EO 12731, October 17, 1990",Ronald Reagan,2074,279.0
12566.0,Safety belt use requirements for Federal employees,1986-09-26,"Federal Register page and date: 51 FR 34575; September 30, 1986
Revoked by: 
		EO 13043, April 16, 1997",Ronald Reagan,2075,280.0
12567.0,"Inter-American Investment Corporation, Commission for the Study of Alternatives to the Panama Canal, and Pacific Salmon Commission",1986-10-02,"Federal Register page and date: 51 FR 35495; October 6, 1986
Amends: 
		EO 11269, February 14, 1966",Ronald Reagan,2081,281.0
12568.0,Employment opportunities for military spouses at nonappropriated fund activities,1986-10-02,"Federal Register page and date: 51 FR 35497; October 6, 1986",Ronald Reagan,2081,282.0
12569.0,"Management of the Compact of Free Association With the Republic of the Marshall Islands, the Federated States of Micronesia, and the Republic of Palau",1986-10-16,"Federal Register page and date: 51 FR 37171; October 20, 1986
Amends: 
		EO 11021, May 7, 1962
Supersedes: 
		EO 11021, May 7, 1962
See: Pub. L. 99-239, sec. 105(c)(2)",Ronald Reagan,2095,283.0
12570.0,Delegating authority to implement assistance for Central American democracies and the Nicaraquan Democratic Resistance,1986-10-24,"Federal Register page and date: 51 FR 39355; October 28, 1986
Amended by: 
		EO 12611, October 15, 1987",Ronald Reagan,2103,284.0
12571.0,Implementation of the Comprehensive Anti-Apartheid Act,1986-10-27,"Federal Register page and date: 51 FR 39505; October 29, 1986
See: 
		EO 12769, July 10, 1991",Ronald Reagan,2106,285.0
12572.0,Relations With the Northern Mariana Islands,1986-11-03,"Federal Register page and date: 51 FR 40401; November 7, 1986",Ronald Reagan,2113,286.0
12573.0,Amending   11157 as it relates to incentive pay for hazardous duty,1986-11-06,"Federal Register page and date: 51 FR 40954; November 10, 1986
Amends: 
		EO 11157, June 22, 1964",Ronald Reagan,2116,287.0
12574.0,Establishing an experimental program within the President's Commission on Executive Exchange,1986-11-20,"Federal Register page and date: 51 FR 42199; November 24, 1986
See: 
		EO 12136, May 15, 1979",Ronald Reagan,2130,288.0
12575.0,President's Special Review Board,1986-12-01,"Federal Register page and date: 51 FR 43718; December 3, 1986
Amended by: 
		EO 12581, January 28, 1987;

 
		EO 12584, February 19, 1987
Revoked by: 
		EO 12610, September 30, 1987",Ronald Reagan,2141,289.0
12576.0,Victims of terrorism compensation,1986-12-02,"Federal Register page and date: 51 FR 43721; December 4, 1986
Superseded by: 
		EO 12598, June 17, 1987",Ronald Reagan,2142,290.0
12577.0,"Closing of Government departments and agencies on Friday, December 26, 1986",1986-12-22,"Federal Register page and date: 51 FR 46591; December 24, 1986",Ronald Reagan,2162,291.0
12578.0,Adjustments of certain rates of pay and allowances,1986-12-31,"Federal Register page and date: 52 FR 505; January 6, 1987
Supersedes: 
		EO 12496, December 28, 1984
Superseded by: 
		EO 12622, December 31, 1987",Ronald Reagan,2171,292.0
12579.0,President's Advisory Committee on Mediation and Conciliation,1986-12-31,"Federal Register page and date: 52 FR 515; January 6, 1987
Amends: 
		EO 12462, February 17, 1984",Ronald Reagan,2171,293.0
12580.0,Superfund Implementation,1987-01-23,"Federal Register page and date: 52 FR 2923; January 29, 1987
Amends: EO 12088, October 13, 1978
Revokes: EO 12316, August 14, 1981
Amended by: EO 12777, October 18, 1991; EO 13016, August 28, 1996; EO 13286, February 28, 2003; EO 13308, June 20, 2003",Ronald Reagan,2194,294.0
12581.0,President's Special Review Board,1987-01-28,"Federal Register page and date: 52 FR 2979; January 30, 1987
Amends: EO 12575, December 1, 1986 (which was revoked by EO 12610, September 30, 1987)",Ronald Reagan,2199,295.0
12582.0,Naturalization requirements exceptions for aliens and non-citizen nationals of the United States who served in the Grenada campaign,1987-02-02,"Federal Register page and date: 52 FR 3395; February 4, 1987
Revoked by: EO 12913, May 2, 1994",Ronald Reagan,2204,296.0
12583.0,Food for Progress,1987-02-19,"Federal Register page and date: 52 FR 5427; February 23, 1987
Revoked by: EO 12752, February 25, 1991",Ronald Reagan,2221,297.0
12584.0,President's Special Review Board,1987-02-19,"Federal Register page and date: 52 FR 5429; February 23, 1987
Amends: EO 12575, December 1, 1986 (which was revoked by EO 12610, September 30, 1996)",Ronald Reagan,2221,298.0
12585.0,Eligibility of overseas employees for noncompetitive appointment,1987-03-03,"Federal Register page and date: 52 FR 6773; March 5, 1987
Amends: EO 12362, May 12, 1982
Revoked by: EO 12721, July 30, 1990",Ronald Reagan,2233,299.0
12586.0,"Amendments to the Manual for Courts-Martial, United States, 1984",1987-03-03,"Federal Register page and date: 52 FR 7103; March 9, 1987
Amends: EO 12473, April 13, 1984
See: EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12936, November 10, 1994; EO 12960, May 12, 1995; EO 13086, May 27, 1998; EO 13140, October 6, 1999",Ronald Reagan,2233,300.0
12587.0,Nuclear Cooperation With EURATOM,1987-03-09,"Federal Register page and date: 52 FR 7397; March 11, 1987
See: EO 12753, March 8, 1991; EO 12791, March 9, 1992",Ronald Reagan,2239,301.0
12588.0,Action against certain assets of disputed title,1987-03-18,"Federal Register page and date: 52 FR 8859; March 20, 1987",Ronald Reagan,2248,302.0
12589.0,Transfer of annual and sick leave of Federal Employees,1987-03-18,"Federal Register page and date: 52 FR 8861; March 20, 1987",Ronald Reagan,2248,303.0
12590.0,National Drug Policy Board,1987-03-26,"Federal Register page and date: 52 FR 10021; March 30, 1987
Amends: EO 12368, June 24, 1982
Amended by: EO 13284, January 23, 2003",Ronald Reagan,2256,304.0
12591.0,Facilitating access to science and technology,1987-04-10,"Federal Register page and date: 52 FR 13414; April 22, 1987
Amended by: EO 12618, December 22, 1987",Ronald Reagan,2271,305.0
12592.0,President's Commission on Compensation of Career Federal Executives,1987-04-10,"Federal Register page and date: 52 FR 13417; April 22, 1987
Amended by: EO 12609, September 23, 1987
Revoked by: EO 12692, September 29, 1989",Ronald Reagan,2271,306.0
12593.0,President's Committee on the Arts and the Humanities,1987-04-21,"Federal Register page and date: 52 FR 13624; April 23, 1987
Amends: EO 12367, June 15, 1982",Ronald Reagan,2282,307.0
12594.0,President's Volunteer Action Award,1987-04-28,"Federal Register page and date: 52 FR 15703; April 30, 1987
Amended by: EO 12782, November 21, 1991",Ronald Reagan,2289,308.0
12595.0,White House Conference for a Drug Free America,1987-05-05,"Federal Register page and date: 52 FR 17383; May 7, 1987",Ronald Reagan,2296,309.0
12596.0,Noncompetitive conversion to career status of certain employees in professional and administrative career positions,1987-05-07,"Federal Register page and date: 52 FR 17537; May 11, 1987
Revoked by: EO 13162, July 6, 2000",Ronald Reagan,2298,310.0
12597.0,Establishing procedures for facilitating Presidential review of international aviation decisions by the Department of Transportation,1987-05-13,"Federal Register page and date: 52 FR 18335; May 15, 1987
Revokes: EO 12547, February 6, 1986
See: EO 12356, April 2, 1982",Ronald Reagan,2304,311.0
12598.0,Victims of terrorism compensation,1987-06-17,"Federal Register page and date: 52 FR 23421; June 22, 1987
Supersedes: EO 12576, December 2, 1986",Ronald Reagan,2339,312.0
12599.0,Coordination of economic policies for Sub-Saharan Africa,1987-06-23,"Federal Register page and date: 52 FR 23779; June 25, 1987
Revoked by: EO 13118, March 31, 1999",Ronald Reagan,2345,313.0
12600.0,Predisclosure notification procedures for confidential commercial information,1987-06-23,"Federal Register page and date: 52 FR 23781; June 25, 1987",Ronald Reagan,2345,314.0
12601.0,Presidential Commission on the Human Immunodeficiency Virus Epidemic,1987-06-24,"Federal Register page and date: 52 FR 24129; June 29, 1987
Amended by: EO 12603, July 16, 1987
Revoked by: EO 12692, September 29, 1989",Ronald Reagan,2346,315.0
12602.0,President's Commission on Executive Exchange,1987-07-15,"Federal Register page and date: 52 FR 27187; July 20, 1987
Amends: EO 12493, December 5, 1984",Ronald Reagan,2367,316.0
12603.0,Presidential Commission on the Human Immunodeficiency Virus Epidemic,1987-07-16,"Federal Register page and date: 52 FR 27315; July 20, 1987
Amends: EO 12601, June 24, 1987",Ronald Reagan,2368,317.0
12604.0,Presidential Board of Advisors on Private Sector Initiatives,1987-08-05,"Federal Register page and date: 52 FR 29495; August 7, 1987
Amends: EO 12528, August 8, 1985",Ronald Reagan,2388,318.0
12605.0,Navy and Marine Corps Reserve Officer Promotions,1987-08-12,"Federal Register page and date: 52 FR 30325; August 14, 1987",Ronald Reagan,2395,319.0
12606.0,The Family,1987-09-02,"Federal Register page and date: 52 FR 34188; September 9, 1987
Revoked by: EO 13045, April 21, 1997",Ronald Reagan,2416,320.0
12607.0,President's Commission on Privatization,1987-09-02,"Federal Register page and date: 52 FR 34190; September 9, 1987
Amended by: EO 12627, February 29, 1988
Revoked by: EO 12692, September 29, 1989",Ronald Reagan,2416,321.0
12608.0,Elimination of unnecessary Executive orders and technical amendments to others,1987-09-09,"Federal Register page and date: 52 FR 34617; September 14, 1987
Revokes: EO 8744, April 24, 1941; EO 10880, June 7, 1960; EO 11377, October 23, 1967; EO 11911, April 13, 1976; EO 12034, January 10, 1978; EO 12295, February 14, 1981; EO 12426, June 22, 1983
Amends: EO 8248, September 8, 1939; EO 8512, August 13, 1940; EO 9094, March 10, 1942; EO 9830, February 24, 1947; EO 9979, July 20, 1948; EO 10289, September 17, 1951; EO 10484, September 3, 1953; EO 10499, November 4, 1953; EO 10521, March 17, 1954; EO 10530, May 10, 1954; EO 10582, December 17, 1954; EO 10608, May 5, 1955; EO 10624, July 28, 1955; EO 10654, January 20, 1956; EO 10786, November 1, 1958; EO 10797, December 24, 1956; EO 10840, September 30, 1959; EO 10841, September 30, 1959; EO 10903, January 9, 1961; EO 10909, January 17, 1961; EO 11012, March 27, 1962; EO 11023, May 28, 1962; EO 11030, June 19, 1962; EO 11034, June 25, 1962; EO 11044, August 20, 1962; EO 11047, August 28, 1962; EO 11060, November 7, 1962; EO 11077, January 22, 1963; EO 11079, January 25, 1963; EO 11140, January 30, 1964; EO 11157, June 22, 1964; EO 11390, January 22, 1968; EO 11440, December 11, 1968; EO 11467, May 1, 1969; EO 11480, September 9, 1969; EO 11490, October 28, 1969; EO 11561, September 25, 1970; EO 11580, January 20, 1971; EO 11583, February 24, 1971; EO 11609, July 22, 1971; EO 11623, October 12, 1971; EO 11644, February 8, 1972; EO 11687, October 11, 1972; EO 11747, November 7, 1973; EO 11755, December 29, 1973; EO 11758, January 15, 1974; EO 11776, March 28, 1974; EO 11800, August 17, 1974; EO 11845, March 24, 1975; EO 11880, October 2, 1975; EO 11899, January 22, 1976; EO 11990, May 24, 1977; EO 12048, March 27, 1978; EO 12049, March 27, 1978; EO 12086, October 5, 1978; EO 12101, November 17, 1978; EO 12138, May 18, 1979; EO 12146, July 18, 1979; EO 12154, September 4, 1979; EO 12163, September 29, 1979; EO 12196, February 26, 1980; EO 12208, April 15, 1980; EO 12322, September 17, 1981; EO 12328, October 8, 1981
Revoked by: EO 13242, December 18, 2001 (in part)",Ronald Reagan,2423,322.0
12609.0,President's Commission on Compensation of Career Federal Employees,1987-09-23,"Federal Register page and date: 52 FR 36211; September 25, 1987
Amends: EO 12592, April 10, 1987",Ronald Reagan,2437,323.0
12610.0,Continuance of Certain Federal Advisory Committees,1987-09-30,"Federal Register page and date: 52 FR 36901; October 2, 1987
Continues committees established by: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, June 28, 1966; EO 11776, March 28, 1974; EO 12131, March 8, 1979; EO 12190, February 5, 1980; EO 12196, February 26, 1980; EO 12216, June 18, 1980; EO 12296, March 2, 1981; EO 12345, February 2, 1982; EO 12382, September 13, 1982
Revokes: EO 12427, June 27, 1983; EO 12435, July 28, 1983; EO 12490, October 12, 1984; EO 12503, January 28, 1985; EO 12511, April 29, 1985; EO 12526, July 15, 1985; EO 12546, February 3, 1987; EO 12575, December 1, 1986
Supersedes: EO 12534, September 30, 1985
Superseded by: EO 12692, September 29, 1989",Ronald Reagan,2444,324.0
12611.0,Delegating authority to implement assistance for Central American democracies and the Nicaraguan Democratic Resistance,1987-10-15,"Federal Register page and date: 52 FR 38743; October 19, 1987
Amends: EO 12560, October 24, 1986",Ronald Reagan,2459,325.0
12612.0,Federalism,1987-10-26,"Federal Register page and date: 52 FR 41685; October 30, 1987
See: EO 12291, February 17, 1981; EO 12372, July 14, 1982; EO 12498, January 4, 1985
Revoked by: EO 13083, May 14, 1998 (which was suspended by EO 13095, August 5, 1998); EO 13132, August 4, 1999",Ronald Reagan,2470,326.0
12613.0,Prohibiting Imports From Iran,1987-10-29,"Federal Register page and date: 52 FR 41940; October 30, 1987
Revoked by in part and supplemented by: EO 12959, May 6, 1995
Revoked in part by: EO 13059, August 19, 1997
See: 52 FR 44076",Ronald Reagan,2473,327.0
12614.0,Presidential Task Force on Market Mechanisms,1987-11-05,"Federal Register page and date: 52 FR 43045; November 9, 1987
Amended by: EO 12621, December 29, 1987",Ronald Reagan,2480,328.0
12615.0,Performance of Commercial Activities,1987-11-19,"Federal Register page and date: 52 FR 44853; November 23, 1987",Ronald Reagan,2494,329.0
12616.0,Providing for the restoration of law and order in the State of Georgia,1987-11-24,"Federal Register page and date: 52 FR 46729; December 9, 1987
See: Proc. 5748, November 24, 1987",Ronald Reagan,2499,330.0
12617.0,President's Advisory Committee on Mediation and Conciliation,1987-12-17,"Federal Register page and date: 52 FR 48179; December 21, 1987
Amends: EO 12462, December 29, 1984",Ronald Reagan,2522,331.0
12618.0,Uniform treatment of Federally funded inventions,1987-12-22,"Federal Register page and date: 52 FR 48661; December 24, 1987
Amends: EO 12591, April 10, 1987",Ronald Reagan,2527,332.0
12619.0,"Half-day closing of Government departments and agencies on Thursday, December 24, 1987",1987-12-22,"Federal Register page and date: 52 FR 48663; December 24, 1987",Ronald Reagan,2527,333.0
12620.0,Delegation of authority with respect to the Administration of Justice Program,1987-12-24,"Federal Register page and date: 52 FR 49135; December 30, 1987
Amends: EO 12163, September 29, 1979",Ronald Reagan,2529,334.0
12621.0,President's Task Force on Market Mechanisms,1987-12-29,"Federal Register page and date: 52 FR 49341; December 31, 1987
Amends: EO 12614, November 5, 1987",Ronald Reagan,2534,335.0
12622.0,Adjustments of certain rates of pay and allowances,1987-12-31,"Federal Register page and date: 53 FR 222; January 5, 1988
Supersedes: EO 12578, December 31, 1986
Superseded by: EO 12663, January 6, 1989",Ronald Reagan,2536,336.0
12623.0,Delegating authority to implement assistance to the Nicaraguan Democratic Resistance,1988-01-06,"Federal Register page and date: 53 FR 487; January 8, 1988",Ronald Reagan,2542,337.0
12624.0,Increasing the number of members on the President's Foreign Intelligence Advisory Board,1988-01-06,"Federal Register page and date: 53 FR 489; January 8, 1988
Amends: 
		EO 12537, October 28, 1985",Ronald Reagan,2542,338.0
12625.0,Integrity and Efficiency in Federal Programs,1988-01-27,"Federal Register page and date: 53 FR 2812; February 1, 1988
Revokes: 
		EO 12301, March 26, 1981
Revoked by: 
		EO 12805, May 11, 1992",Ronald Reagan,2563,339.0
12626.0,National Defense Stockpile Manager,1988-02-25,"Federal Register page and date: 53 FR 6114; February 29, 1988",Ronald Reagan,2592,340.0
12627.0,Amending the President's Commission on Privatization,1988-02-29,"Federal Register page and date: 53 FR 6553; March 2, 1988
Amends: 
		EO 12607, September 2, 1987",Ronald Reagan,2596,341.0
12628.0,United Nations Industrial Development Organization,1988-03-08,"Federal Register page and date: 53 FR 7725; March 10, 1988
See: 
		EO 9698, February 19, 1946",Ronald Reagan,2604,342.0
12629.0,Nuclear Cooperation With EURATOM,1988-03-09,"Federal Register page and date: 53 FR 7875; March 11, 1988
See: 
		EO 12753, March 8, 1991; 
		EO
 12791, March 9, 1992",Ronald Reagan,2605,343.0
12630.0,Governmental actions and interference with constitutionally protected property rights,1988-03-15,"Federal Register page and date: 53 FR 8859; March 18, 1988
See: 
		EO 13406, June 23, 2006",Ronald Reagan,2611,344.0
12631.0,Working Group on Financial Markets,1988-03-18,"Federal Register page and date: 53 FR 9421; March 22, 1988",Ronald Reagan,2614,345.0
12632.0,Exclusions From the Federal Labor-Management Relations Program,1988-03-23,"Federal Register page and date: 53 FR 9852; March 25, 1988
Amends: 
		EO 12171, November 19, 1979",Ronald Reagan,2619,346.0
12633.0,Amending the Code of Conduct for Members of the Armed Forces of the United States,1988-03-28,"Federal Register page and date: 53 FR 10355; March 30, 1988",Ronald Reagan,2624,347.0
12634.0,"Delegating authority to provide assistance and support for peace, democracy, and reconciliation in Central America",1988-04-01,"Federal Register page and date: 53 FR 11041; April 5, 1988",Ronald Reagan,2628,348.0
12635.0,Prohibiting certain transactions with respect to Panama,1988-04-08,"Federal Register page and date: 53 FR 12134; April 12, 1988
Revoked by: 
		EO 12710, April 5, 1990
See: 53 FR 20566",Ronald Reagan,2635,349.0
12636.0,Establishing an emergency board to investigate a dispute between the Chicago and North Western Transportation Company and certain of its employees represented by the United Transportation Union,1988-04-20,"Federal Register page and date: 53 FR 13239; April 22, 1988",Ronald Reagan,2647,350.0
12637.0,Productivity improvement program for the Federal Government,1988-04-27,"Federal Register page and date: 53 FR 15349; April 29, 1988
Supersedes: 
		EO 12552, February 25, 1986
Revoked by: 
		EO 13048, June 10, 1997",Ronald Reagan,2654,351.0
12638.0,Delegation of functions relating to the implementation of the Inter-American Convention on Letters Rogatory and Additional Protocol,1988-04-28,"Federal Register page and date: 53 FR 15649; May 3, 1988",Ronald Reagan,2655,352.0
12639.0,Administration of foreign relations and related functions,1988-05-06,"Federal Register page and date: 53 FR 16691; May 10, 1988
Amends: 
		EO 12163, September 29, 1979",Ronald Reagan,2663,353.0
12640.0,The President's Committee on Employment of People With Disabilities,1988-05-10,"Federal Register page and date: 53 FR 16996; May 12, 1988
Amended by: 
		EO 12945, January 20, 1995
Supersedes: 
		EO 11480, September 9,
 1969
Revoked by: 
		EO 13187, January 10,
 2001",Ronald Reagan,2667,354.0
12641.0,Designating certain facilities of the National Aeronautics and Space Administration in the State of Mississippi as the John C. Stennis Space Center,1988-05-20,"Federal Register page and date: 53 FR 18816; May 24, 1988",Ronald Reagan,2677,355.0
12642.0,Designation of the Secretary of Defense as the Presidential designee Under Title I of the Uniformed and Overseas Citizens Absentee Voting Act,1988-06-08,"Federal Register page and date: 53 FR 21975; June 10, 1988",Ronald Reagan,2696,356.0
12643.0,International Committee of the Red Cross,1988-06-23,"Federal Register page and date: 53 FR 24247; June 28, 1988",Ronald Reagan,2711,357.0
12644.0,Establishing an Emergency Board To Investigate a Dispute Between the Port Authority Trans-Hudson Corporation and Certain of its Employees Represented by the Transportation Communications Union-Carmen Division,1988-07-09,"Federal Register page and date: 53 FR 26417; July 12, 1988",Ronald Reagan,2727,358.0
12645.0,"Amending  12364, Relating to the Presidential Management Intern Program",1988-07-12,"Federal Register page and date: 53 FR 26750; July 14, 1988
Amends: 
		EO 12364, May 24, 1982",Ronald Reagan,2730,359.0
12646.0,Establishing an emergency board to investigate a dispute between the Port Authority Trans-Hudson Corporation and certain of its employees Represented by the International Brotherhood of Electrical Workers,1988-07-13,"Federal Register page and date: 53 FR 26986; July 15, 1988",Ronald Reagan,2731,360.0
12647.0,Multilateral Investment Guarantee Agency,1988-08-02,"Federal Register page and date: 53 FR 29323; August 4, 1988
Amends: 
		EO 11269, February 14, 1966",Ronald Reagan,2751,361.0
12648.0,Relating to the Implementation of the Convention on the Civil Aspects of International Child Abduction,1988-08-11,"Federal Register page and date: 53 FR 30637; August 15, 1988",Ronald Reagan,2760,362.0
12649.0,Offsets in military-related exports,1988-08-11,"Federal Register page and date: 53 FR 30639; August 15, 1988
Amends: 
		EO 10480, August 18,
 1953
Superseded or revoked by: 
		EO 12919, June
 3, 1994",Ronald Reagan,2760,363.0
12650.0,Establishing an emergency board to investigate a dispute between the Port Authority Trans-Hudson Corporation and certain of its employees represented by the Brotherhood of Locomotive Engineers,1988-09-09,"Federal Register page and date: 53 FR 35285; September 13, 1988",Ronald Reagan,2789,364.0
12651.0,Offices of the Commission of the European Communities,1988-09-09,"Federal Register page and date: 53 FR 35287; September 13, 1988",Ronald Reagan,2789,365.0
12652.0,Return of authority to administer Federal Employees' Compensation Act to the Department of Labor from the Panama Canal Commission,1988-09-19,"Federal Register page and date: 53 FR 36775; September 22, 1988
Amends: 
		EO 12215, May 27, 1980",Ronald Reagan,2799,366.0
12653.0,"Amending  11183, relating to the President's Commission on White House Fellowships",1988-09-29,"Federal Register page and date: 53 FR 38705; October 3, 1988
Amends: 
		EO 11183, October 3, 1964",Ronald Reagan,2809,367.0
12654.0,Delegating authority to provide assistance for the Nicaraguan Resistance,1988-10-07,"Federal Register page and date: 53 FR 39890; October 12, 1988
Revoked by: 
		EO 12676, April 26, 1989",Ronald Reagan,2817,368.0
12655.0,Establishing an emergency board to investigate a dispute between the Port Authority Trans-Hudson Corporation and certain of its employees represented by the Transportation Communications Union-Carmen Division,1988-11-07,"Federal Register page and date: 53 FR 45445; November 10, 1988",Ronald Reagan,2848,369.0
12656.0,Assignment of emergency preparedness responsibilities,1988-11-18,"Federal Register page and date: 53 FR 47491; November 23, 1988
See: 
		EO 13603, March 16, 2012
Revokes: 
		EO 10421, December 31, 1952; 
		EO
 11490, October 28, 1969
Amended by: 
		EO 13074, February 9, 1998;
 
		EO 13228, October 8, 2001; 
		EO 13286, February 28, 2003",Ronald Reagan,2859,370.0
12657.0,Federal Emergency Management Agency assistance in emergency preparedness planning at commercial nuclear power plants,1988-11-18,"Federal Register page and date: 53 FR 47513; November 23, 1988
Amends: 
		EO 11490, October 28, 1969;
 
		EO 12148, July 20, 1988; 
		EO
 12241, September 29, 1980
Amended by: 
		EO 13286, February 28, 2003",Ronald Reagan,2859,371.0
12658.0,President's Commission on Catastrophic Nuclear Accidents,1988-11-18,"Federal Register page and date: 53 FR 47517; November 23, 1988
Amended by: 
		EO 12665, January 12,
 1989
Revoked by: 
		EO 12774, September 27, 1991",Ronald Reagan,2859,372.0
12659.0,Delegation of authority regarding the naval petroleum and oil shale reserves,1988-12-15,"Federal Register page and date: 53 FR 50911; December 19, 1988",Ronald Reagan,2886,373.0
12660.0,National Microgravity Research Board,1988-12-16,"Federal Register page and date: 53 FR 51215; December 20, 1988
Amended by: 
		EO 12675, April 20, 1989",Ronald Reagan,2887,374.0
12661.0,Implementing the Omnibus Trade and Competitiveness Act of 1988 and Related International Trade Matters,1988-12-27,"Federal Register page and date: 54 FR 779; January 9, 1989
Amends: 
		EO 11858, May 7, 1975
Amended by: 
		EO 12697, December 22,
 1989; 
		EO 12716, May 24, 1990
Revoked in part by: 
		EO 12774, September
 27, 1991
See: 56 FR 58774",Ronald Reagan,2898,375.0
12662.0,Implementing the United States-Canada Free-Trade Implementation Act,1988-12-31,"Federal Register page and date: 54 FR 785; January 9, 1989
Superseded in part by: 
		EO 12889,
 December 27, 1993",Ronald Reagan,2902,376.0
12663.0,Adjustments of certain rates of pay and allowances,1989-01-06,"Federal Register page and date: 54 FR 791; January 10, 1989
Supersedes: EO 12622, December 31, 1987
Superseded by: EO 12698, December 23, 
      1989",Ronald Reagan,2908,377.0
12664.0,Establishing an emergency board to investigate a dispute between the Port Authority Trans-Hudson Corporation and certain of its employees represented by the Brotherhood of Locomotive Engineers,1989-01-06,"Federal Register page and date: 54 FR 959; January 10, 1989",Ronald Reagan,2908,378.0
12665.0,"Amending   12658, the President's Commission on Catastrophic Nuclear Accidents",1989-01-12,"Federal Register page and date: 54 FR 1919; January 17, 1989
Amends: EO 12658, November 18, 1988",Ronald Reagan,2914,379.0
12666.0,Exclusions From the Federal Labor-Management Relations Program,1989-01-12,"Federal Register page and date: 54 FR 1921; January 17, 1989
Amends: EO 12171, November 19, 1979",Ronald Reagan,2914,380.0
12667.0,Presidential Records,1989-01-18,"Federal Register page and date: 54 FR 3403; January 23, 1989
Revoked by: EO 13233, November 1, 
      2001",Ronald Reagan,2920,381.0
12668.0,President's Commission on Federal Ethics Law Reform,1989-01-25,"Federal Register page and date: 54 FR 3979; January 27, 1989
Revoked by: EO 12692, September 29, 1989",George H W Bush,5,1.0
12669.0,Organization of Eastern Caribbean States,1989-02-20,"Federal Register page and date: 54 FR 7753; February 23, 1989",George H W Bush,31,2.0
12670.0,Nuclear Cooperation Wth EURATOM,1989-03-09,"Federal Register page and date: 54 FR 10267; March 13, 1989
Superseded by: EO 12706, March 9, 1990
See: EO 12753, March 8, 1991; EO 
      12791, March 9, 1992",George H W Bush,48,3.0
12671.0,Exclusion of the Customs Office of Enforcement from the Federal Labor-Management Relations Program,1989-03-14,"Federal Register page and date: 54 FR 11157; March 17, 1989
Amends: EO 12171, November 19, 1979",George H W Bush,53,4.0
12672.0,Interagency Committee on Handicapped Employees,1989-03-21,"Federal Register page and date: 54 FR 12167; March 23, 1989
Amends: EO 11830, January 9, 1975",George H W Bush,60,5.0
12673.0,Delegation of disaster relief and emergency assistance functions,1989-03-23,"Federal Register page and date: 54 FR 12571; March 28, 1989
Amends: EO 12148, July 20, 1979; EO 
      11795, July 11, 1974",George H W Bush,62,6.0
