executive_order_number,title,signing_date,disposition_notes
8820.0,Amending the Foreign Service Regulations of the United States,"July 11, 1941","Federal Register page and date: 6 FR 3421, July 15, 1941  
Revokes: EO 4359-A, December 19, 1925; EO 4488, August 3, 1926; EO 4605-A, March 8, 1927; EO 4893, May 26, 1928; EO 5032, January 18, 1929; EO 5549, February 5, 1931; EO 5621, May 13, 1931; EO 5773, January 11, 1932; EO 5973, December 15, 1932 
See: EO 9521, February 13, 1945; 
      EO 11295, August 5, 1966"
8819.0,Excluding Land From the Humboldt National Forest and Reserving it for Townsite Purposes; Nevada,"July 5, 1941","Federal Register page and date: 6 FR 3314, July 9, 1941"
8818.0,Amending the Foreign Service Regulations of the United States,"July 5, 1941","Federal Register page and date: 6 FR 3313, July 9, 1941  
Revokes: EO 4923, July 3, 1928; EO 5857, March 28, 1932 
See: EO 9521, February 13, 1945"
8817.0,"Prescribing Regulations Governing Vacation Pay for Field Service Employees of the War Department, the Navy Department, the Coast Guard, and the Panama Canal Who Forego Vacations During the Emergency","July 5, 1941","Federal Register page and date: 6 FR 3265, July 8, 1941 
See: Transfer Order 40 of the Secretary of Defense dated July 22, 1949 (14 FR 4908)"
8816.0,"Suspending the Provisions of the Saturday Half-Holiday Act of March 3, 1931, as to Certain Employees of the Government","July 5, 1941","Federal Register page and date: 6 FR 3265, July 8, 1941"
8815.0,"Revoking the Designation of Lancaster, Minnesota, as a Customs Port of Entry","July 5, 1941","Federal Register page and date: 6 FR 3265, July 8, 1941"
8814.0,"Directing the Secretary of War To Relinquish Possession of the Inglewood Plant of North American Aviation, Inc.","July 2, 1941","Federal Register page and date: 6 FR 3253, July 4, 1941 
Revokes: EO 8773, June 9, 1941"
8813.0,"Power Site Restoration  495. Partial Revocation of   of November 22, 1924, Creating Power Site Reserve  759; New Mexico","July 1, 1941","Federal Register page and date: 6 FR 3253, July 4, 1941  
See: 
      
      EO 6856, September 25, 1934; EO 8437, June 
      11, 1940
Revokes: Executive Order of November 22, 1924 (in part) (unnumbered series)"
8812.0,Suspending Certain Statutory Provisions Relating to Employment in the Canal Zone,"June 30, 1941","Federal Register page and date: 6 FR 3223, July 3, 1941"
8811.0,"Authorizing the Continuance in Employment of Persons Employed by the Office of Government Reports on June 30, 1941, and the Conferring of a Competitive Classified Civil Service Status Upon Such Employees","June 30, 1941","Federal Register page and date: 6 FR 3223, July 3, 1941"
8810.0,Exemption of Hurbert K. Bishop From Compulsory Retirement for Age,"June 30, 1941","See: EO 8413, May 18, 1940 
Note: This Executive order was not received for publication in the Federal Register."
8809.0,Good Conduct Medal,"June 28, 1941","Federal Register page and date: 6 FR 3209, July 2, 1941 
Amended by: EO 9323, March 31, 1943; EO 
      10444, April 10, 1953
See: Transfer Order 30 of the Secretary of Defense dated December 10, 1948 (13 FR 8163)"
8808.0,American Defense Service Medal,"June 28, 1941","Federal Register page and date: 6 FR 3209, July 2, 1941 
See: Transfer Order 30 of the Secretary of Defense dated December 10, 1948 (13 FR 8163)"
8807.0,Establishing the Office of Scientific Research and Development in the Executive Office of the President and Defining Its Functions and Duties,"June 28, 1941","Federal Register page and date: 6 FR 3207, July 2, 1941  
Amended by: EO 9389, October 18, 1943 
Superseded by: EO 9913, December 26, 1947"
8806.0,"Fixing the Number of Men To Be Inducted Into the Land Forces of the United States Between July 1, 1941, and June 30, 1942, and Directing Their Selection and Induction","June 28, 1941","Federal Register page and date: 6 FR 3207, July 2, 1941"
8805.0,Exemption of Samuel A. Cottrell From Compulsory Retirement for Age,"June 25, 1941","See: EO 8262, September 26, 1939; EO 
      8555, August 16, 1941 
Note: This Executive order was not received for publication in the Federal Register."
8804.0,Exemption of James E. Harper From Compulsory Retirement for Age,"June 25, 1941","See: EO 8139, May 19, 1939; EO 
      8422, May 28, 1940 
Note: This Executive order was not received for publication in the Federal Register."
8803.0,Amending Schedule A of the Civil Service Rules,"June 25, 1941","Federal Register page and date: 6 FR 3109, June 27, 1941"
8802.0,"Reaffirming Policy of Full Participation in the Defense Program by All Persons, Regardless of Race, Creed, Color, or National Origin, and Directing Certain Action in Furtherance of Said Policy","June 25, 1941","Federal Register page and date: 6 FR 3109, June 27, 1941  
Amended by: EO 8823, July 18, 1941; EO 
      9111, March 25, 1942; EO 9346, May 27, 
      1943; EO 9664, December 18, 1945"
8801.0,Exemption of Archie W. Davis From Compulsory Retirement for Age,"June 24, 1941",Note: This Executive order was not received for publication in the Federal Register.
8800.0,Amendment of Regulations Concerning Foreign Service Pay Adjustment,"June 22, 1941","Federal Register page and date: 6 FR 3099, June 26, 1941 
Amends: EO 7972, September 15, 1938
Revoked by: EO 9687, January 26, 1946"
8799.0,Enlarging the Volunteer Participation Committee of the Office of Civilian Defense,"June 20, 1941","Federal Register page and date: 6 FR 3049, June 24, 1941 
Amends: EO 8757, May 20, 1941
See: EO 9562, June 4, 1945"
8798.0,"Transferring Certain Vessels Between the Navy Department and the Department of Commerce, Coast and Geodetic Survey","June 19, 1941","Federal Register page and date: 6 FR 3049, June 24, 1941 
Amended by: EO 8838, July 30, 1941"
8797.0,"Suspension of Eight-Hour Law as to Mechanics and Laborers Employed by the War Department in the Construction of Public Works Necessary for the National Defense in the Canal Zone, Puerto Rico, and the Territory of Alaska","June 18, 1941","Federal Register page and date: 6 FR 3019, June 21, 1941"
8796.0,Exemption of George Cook From Compulsory Retirement for Age,"June 18, 1941",Note: This Executive order was not received for publication in the Federal Register.
8795.0,"Modifying  of December 12, 1917, Creating Power Site Reserve  661; Willamette River Tributaries, Oregon","June 16, 1941","Federal Register page and date: 6 FR 2943, June 18, 1941  
Amends: Executive order of December 12, 1917 (unnumbered series)"
8794.0,Withdrawing Public Lands for Use of the War Department; Oregon,"June 14, 1941","Federal Register page and date: 6 FR 2943, June 18, 1941 
Amended by: EO 9526, February 28, 
      1945; Public Land Order 986, July 27, 1954 (19 FR 4723)"
8793.0,Withdrawing Public Lands for the Use of the War Department; Oklahoma,"June 14, 1941","Federal Register page and date: 6 FR 2943, June 18, 1941 
Supersedes: EO 6964, February 5, 1935 (in part)
Amended by: EO 9526, February 28, 
      1945"
8792.0,Withdrawing Public Lands for Use of the War Department; Florida,"June 14, 1941","Federal Register page and date: 6 FR 2943, June 18, 1941  
Supersedes: EO 6964, February 5, 1935 (in part)
Amended by: EO 9526, February 28, 
      1945"
8791.0,Withdrawing Public Lands for Use of the Department of the Navy; California,"June 14, 1941","Federal Register page and date:  June 18, 1941 6 FR 2943,
Supersedes: EO 6910, November 26, 1934 (in part)
Amended by: Public Land Order 5341, March 16, 1973 (38 FR 7561)
Revoked by: Public Land Order 3749, July 26, 1965 (30 FR 9540)(in part)"
8790.0,Withdrawing Public Lands for Use of the Department of the Navy; California,"June 14, 1941","Federal Register page and date: 6 FR 2942, June 18, 1941 
Supersedes: EO 6910, November 26, 1934 (in part)
Amended by: Public Land Order 5341, March 16, 1973 (38 FR 7561)
Revoked by: Public Land Order 2748, August 8, 1962 (27 FR 8119)(in part); Public Land Order 3749, July 26, 1965 (30 FR 9540)(in part)"
8789.0,"Revoking in Part   8344, of February 10, 1940, and Reserving Public Lands for the Use of the War Department; Alaska","June 14, 1941","Federal Register page and date: 6 FR 2942, June 18, 1941  
Revokes: EO  8344, February 10, 1940 (in part)
Amended by: EO 9526, February 28, 
      1945 
Revoked by: EO 9153-A, April 30, 1942 (in 
      part); Public Land Order 917, October 6, 1953 (18 FR 6455)(in part); Public 
      Land Order 1245, November 3, 1955 (20 FR 8423)(in part); Public Land Order 
      1297, April 30, 1956 (21 FR 2981)"
8788.0,Withdrawing Public Land for Use of the War Department; Alaska,"June 14, 1941","Federal Register page and date: 6 FR 2941, June 18, 1941 
Amended by: EO 9526, February 28, 
      1945
Revoked by: Public Land Order 1102, March 23, 1955 (20 FR 1890)"
8787.0,"Revoking   3151 of August 16, 1919, and Restoring the Land Affected Thereby to Its Former Status; Alaska","June 14, 1941","Federal Register page and date: 6 FR 2941, June 18, 1941  
Revokes: EO 3151, August 16, 1919 
See: EO 1919 1/2, April 21, 1914"
8786.0,Withdrawal of Public Lands for the Use of the Navy Department for Naval Aviation Purposes; Alaska,"June 14, 1941","Federal Register page and date:  6 FR 2941, June 18, 1941 
Supersedes: EO of June 10, 1902; 
      
      EO 1456, January 6, 1912; EO 7816, February 
      15, 1938; EO 7847, March 21, 1938 
Revoked by: Public Land Order 5456, December 11, 1974 (39 FR 43549)
See: EO 1733, March 3, 1913; EO 5243, December 19, 1929; EO 6044, February 23, 1933"
8785.0,"Regulating Transactions in Foreign Exchange and Foreign-Owned Property, Providing for the Reporting of All Foreign-Owned Property, and Related Matters","June 14, 1941","Federal Register page and date: 6 FR 2897, June 17, 1941 
Amends: EO 8389, April 10, 1940
See: Public Law 94-412 (90 Stat. 1255; 50 U.S.C. 1601)"
8784.0,Partial Revocation of Certain s Creating Public Water Reserves: Public Water Restoration  88; California and New Mexico,"June 13, 1941","Federal Register page and date: 6 FR 2897, June 17, 1941 
See: Public Land Order 119, May 4, 1943 (8 FR 6143)"
8783.0,Withdrawal of Public Lands: Public Water Reserve  162; California,"June 12, 1941","Federal Register page and date: 6 FR 2897, June 17, 1941"
8782.0,"Establishing a Military Reservation on Certain Islands in Gatun Lake, Canal Zone","June 12, 1941","Federal Register page and date: 6 FR 2896, June 17, 1941 
Superseded by: Canal Zone Order 2, December 1, 1946 (12 FR 5364)"
8781.0,Requiring Employees in the Executive Civil Service To Be Fingerprinted,"June 12, 1941","Federal Register page and date: 6 FR 2895, June 17, 1941 
Amended by: EO 8914, October 1, 1941"
8780.0,Withdrawing Public Lands for the Use of the Department of State; New Mexico,"June 11, 1941","Federal Register page and date: 6 FR 2867, June 13, 1941  
Amends: EO 6910, November 26, 1934
Revoked by: Public Land Order 5534, September 8, 1975 (40 FR 42552)(in part)"
8779.0,Excluding a Tract of Land From the Tongass National Forest and Restoring it to Entry; Alaska,"June 11, 1941","Federal Register page and date: 6 FR 2867, June 13, 1941"
8778.0,Exemption of Percy Nicholls From Compulsory Retirement for Age,"June 11, 1941","See: EO 8401, May 7, 1940 
Note: This Executive order was not received for publication in the Federal Register."
8777.0,"Appointment of Dr. Harold C. Bryant as Superintendent, Grand Canyon National Park, Interior Department","June 11, 1941",Note: This Executive order was not received for publication in the Federal Register.
8776.0,Withdrawal of Public Land for Radio Relay Station for Use in Forest Protection; California,"June 10, 1941","Federal Register page and date:  6 FR 2846, June 12, 1941
Revokes: EO 6910, November 26, 1934
Revoked by: Public Land Order 6072, October 20, 1981 (46 FR 53165)"
8775.0,"Amendment of   7302 of February 21, 1936, Transferring Certain Lands to the Control and Jurisdiction of the Secretary of the Navy; Virgin Islands","June 10, 1941","Federal Register page and date: 6 FR 2845, June 12, 1941 
Amends: EO 7302, February 21, 1936"
8774.0,"Modifying   8738 of April 21, 1941, Allocating by Types the Coffee Quota for Countries Not Signatories of the Inter-American Coffee Agreement","June 10, 1941","Federal Register page and date: 6 FR 2845, June 12, 1941 
Amends: EO 8738, April 21, 1941"
8773.0,"Authorizing and Directing the Secretary of War To Take Possession of and Operate the Inglewood Plant of North American Aviation, Inc.","June 9, 1941","Federal Register page and date: 6 FR 2777, June 10, 1941  
Revoked by: EO 8814, July 2, 1941"
8772.0,Exemption of Clarence H. Branscombe From Compulsory Retirement for Age,"June 7, 1941",Note: This Executive order was not received for publication in the Federal Register.
8771.0,Authorizing the United States Maritime Commission To Take Over Certain Foreign Merchant Vessels,"June 6, 1941","Federal Register page and date: 6 FR 2759, June 7, 1941     
Amended by: EO 8881, September 2, 1941; EO 
      9046, January 28, 1942
See: EO 9001-A, December 27, 1941; EO 
      9244, September 16, 1942; EO 9350, June 
      10, 1943; EO 9822, January 13, 1947; EO 
      9773, September 3, 1946; EO 9848, May 8, 
      1947"
8770.0,Establishing the Lake Mason National Wildlife Refuge; Montana,"June 3, 1941","Federal Register page and date: 6 FR 2743, June 6, 1941"
8769.0,Transfers of Lands Between the Department of Agriculture and the Department of the Interior; Florida,"June 3, 1941","Federal Register page and date: 6 FR 2743, June 6, 1941"
8768.0,"Amendment of Paragraph 6, Subdivision VI, Schedule A of the Civil Service Rules","June 3, 1941","Federal Register page and date: 6 FR 2743, June 6, 1941"
8767.0,"Directing Certain Personnel of the Coast Guard To Operate as a Part of the Navy, Subject to the Orders of the Secretary of the Navy","June 3, 1941","Federal Register page and date: 6 FR 2743, June 6, 1941"
8766.0,Documents Required of Aliens Entering the United States,"June 3, 1941","Federal Register page and date:  6 FR 2741, June 6, 1941     
Revokes: EO 8430, June 5, 1940 
Superseded by: Proc. 2523, November 14, 1941 (in part)
See: EO 7865, April 12, 1938; EO 
      8029, December 27, 1938
Note: The authority of this Executive Order was repealed by an Act of June 7, 1952 (66 Stat. 280, 8 U.S.C. 1101)."
8765.0,"Appointment of Alexander H. Knauss as Junior Historical Aide, Vanderbilt Mansion, National Park Service","June 3, 1941",Note: This Executive order was not received for publication in the Federal Register.
8764.0,Appointment of John H. Dillon as Junior Administrative Officer to Secretary of the Navy,"June 3, 1941",Note: This Executive order was not received for publication in the Federal Register.
8763.0,Establishing the Necedah Wildlife Management Area; Wisconsin,"May 28, 1941","Amends: EO 6964, February 5, 1935 
Note: This Executive order was not received for publication in the Federal Register."
8762.0,Exemption of Frank L. Hess From Compulsory Retirement for Age,"May 27, 1941",Note: This Executive order was not received for publication in the Federal Register.
8761.0,Exemption of Edward P. Davis From Compulsory Retirement for Age,"May 27, 1941",Note: This Executive order was not received for publication in the Federal Register.
8760.0,Restricting the Eligibility of Federal Employees To Take Civil Service Examinations and To Be Certified,"May 27, 1941","Federal Register page and date: 6 FR 2618, May 29, 1941
Revoked by: EO 9830, February 24, 1947"
8759.0,"Amendment of   8704 of March 4, 1941, Prescribing Regulations Governing the Granting of Allowances for Quarters and Subsistence to Enlisted Men","May 24, 1941","Federal Register page and date:  6 FR 2600, May 28, 1941     
Amends: EO 8704, March 4, 1941 
Superseded by: EO 9206, July 27, 1942"
8758.0,Establishing Conversion Factors for Use in Administering Quotas on Imports of Coffee,"May 21, 1941","Federal Register page and date: 6 FR 2535, May 23, 1941"
8757.0,Establishing the Office of Civilian Defense in the Office for Emergency Management of the Executive Office of the President,"May 20, 1941","Federal Register page and date: 6 FR 2517, May 22, 1941
Amended by: EO 8799, June 20, 1941; EO 
      8822, July 16, 1941; EO 9134, April 15, 
      1942; EO 9165, May 19, 1942 
See: EO 9165, May 19, 1942; EO 
      9339, April 29, 1943; EO 9562, June 
      4, 1945"
8756.0,"Amendment of   8633 of January 14, 1941, Ordering Certain Units and Members of the National Guard of the United States Into the Active Military Service of the United States","May 17, 1941","Federal Register page and date:  6 FR 2474, May 20, 1941  
Amends: EO 8633, January 14, 1941"
8755.0,Withdrawing Public Lands for Use of the War Department as a Demolition and Practice Bombing Range; Alaska,"May 16, 1941","Federal Register page and date: 6 FR 2473, May 20, 1941   
Amended by: EO 9526, February 28, 
      1945; Public Land Order 2676, May 4, 1962 (27 FR 4516) 
Revoked by: Public Land Order 689, November 20, 1950 (15 FR 8119)(in part); Public Land Order 891, April 15, 1953 (18 FR 2294)(in part)"
8754.0,Exemption of Frederick A. Sterling From Compulsory Retirement for Age,"May 14, 1941",Note: This Executive order was not received for publication in the Federal Register.
8753.0,"Amendment of Section 60 of the Regulations Governing Highways, Vehicles, and Vehicular Traffic in the Canal Zone","May 13, 1941","Federal Register page and date: 6 FR 2439, May 16, 1941   
Amends: EO 7242, December 6, 1935"
8752.0,"Amendment of   8712 of March 15, 1941, Prescribing Regulations Governing the Exportation of Articles and Materials Designated in Proclamations Issued Pursuant to the Provisions of Section 6 of the Act of Congress Approved July 2, 1940","May 6, 1941","Federal Register page and date: 6 FR 2333, May 8, 1941   
Amends: EO 8752, May 6, 1941"
8751.0,Establishing the Division of Defense Aid Reports in the Office for Emergency Management of the Executive Office of the President,"May 2, 1941","Federal Register page and date: 6 FR 2301, May 7, 1941 
Revoked by: EO 8926, October 28, 1941
See: EO 8839, July 30, 1941"
8750.0,Exemption of Alphonso L. Graham From Compulsory Retirement for Age,"May 2, 1941",Note: This Executive order was not received for publication in the Federal Register.
8749.0,Establishing Guantanamo Bay Naval Defensive Sea Area and Guantanamo Bay Naval Airspace Reservation; Cuba,"May 1, 1941","Federal Register page and date: 6 FR 2252, May 3, 1941"
8748.0,Approving Regulations of the Civil Service Commission Relating to Efficiency-Rating Boards of Review,"May 1, 1941","Federal Register page and date: 6 FR 2251, May 3, 1941  
Superseded by: EO 9155, May 1, 1942; EO 
      9252, October 9, 1942"
8747.0,Exemption of Louis A. Simon From Compulsory Retirement for Age,"April 28, 1941","See: EO 7581 March 19, 1937; EO 7824 February 25, 1938; EO 8046 February 11, 1939; EO 8369 March 7, 1940
Note: This Executive order was not received for publication in the Federal Register."
8746.0,"Amendment of   8389 of April 10, 1940, as Amended","April 28, 1941","Federal Register page and date: 6 FR 2187, April 30, 1941  
Amends: EO 8389, April 10, 1940 
See: Public Law 94-412 (90 Stat. 1255; 50 U.S.C. 1601)"
8745.0,Exemption of Charley R. Davis From Compulsory Retirement for Age,"April 24, 1941",Note: This Executive order was not received for publication in the Federal Register.
8744.0,Authorizing Certain Employees of the Government To Acquire a Classified Civil Service Status,"April 24, 1941","Federal Register page and date: 6 FR 2118, April 25, 1941 
Amends: EO 8743, April 23, 1941 
Amended by: EO 12107, December 28, 1978 
    
Revoked by: EO 12608, September 9, 1987"
8743.0,Extending the Classified Civil Service,"April 23, 1941","Federal Register page and date: 6 FR 2117, April 25, 1941 
Amended by: EO 8744, April 24, 1941; EO 
      9230, August 20, 1942; EO 9358, July 1, 
      1943; EO 9678, January 14, 1946; EO 
      9712, April 13, 1946; EO 12107, December 
      28, 1978 
See: EO 9807, November 29, 1946"
8742.0,"Partial Revocation of  of July 9, 1910, Creating Coal Land Withdrawal, Montana  1","April 23, 1941","Federal Register page and date: 6 FR 2119, April 25, 1941 
Revokes: Executive Order of July 9, 1910 (in part)(Unnumbered series)"
8741.0,"Revocation of   5623 of May 15, 1931, Withdrawing Public Lands; California","April 23, 1941","Federal Register page and date: 6 FR 2119, April 25, 1941 
Revokes: EO 5623, May 15, 1931"
8740.0,Covering Certain Positions Into the Competitive Classified Civil Service and Amending Schedule A of the Civil Service Rules,"April 22, 1941","Federal Register page and date: 6 FR 2119, April 25, 1941"
8739.0,"Revoking   6802 of August 4, 1934, and Withdrawing the Land Described Therein for the Use of the Alaska Game Commission; Alaska","April 21, 1941","Federal Register page and date: 6 FR 2047, April 22, 1941 
Revokes: EO 6802, August 4, 1934 
Revoked by: Public Land Order 2934, February 11, 1963 (28 FR 1476) (in part)
See: Public Land Order 1216, September 13, 1955 (20 FR 7004)"
8738.0,Allocating the Quota Under the Inter-American Coffee Agreement for Countries Not Signatories of the Agreement,"April 21, 1941","Federal Register page and date: 6 FR 2047, April 22, 1941 
See: EO 8774, June 10, 1941"
8737.0,Fort Gulick Military Reservation; Canal Zone,"April 16, 1941","Federal Register page and date: 6 FR 2013, April 19, 1941 
Amended by: EO 9110, March 24, 1942 
Superseded by: Canal Zone Order 6, March 31, 1947 (12 FR 5365)"
8736.0,"Partial Revocation of   5214 of October 30, 1929, Withdrawing Public Lands for Naval Purposes; Alaska","April 14, 1941","Federal Register page and date: 6 FR 1984, April 17, 1941 
Revokes: EO 5214, October 30, 1929 (in part)"
8735.0,Authorizing Certain Employees of Federal Security Agency To Acquire a Competitive Classified Status Without Regard to Civil Service Rules,"April 14, 1941",Note: This Executive order was not received for publication in the Federal Register.
8734.0,Establishing the Office of Price Administration and Civilian Supply in the Executive Office of the President and Defining Its Functions and Duties,"April 11, 1941","Federal Register page and date: 6 FR 1917, April 15, 1941 
Amended by: EO 8875, August 28, 1941; EO 
      9280, December 5, 1942; EO 9809, December 
      12, 1946 
Note: This Executive order was nullified by an Act of January 30, 1942 (56 Stat. 23, 50 U.S.C. App. 902)"
8733.0,"Withdrawing Public Land in Aid of Flood Control, Oklahoma","April 10, 1941","Federal Register page and date: 6 FR 1906, April 12, 1941"
8732.0,Withdrawing Public Land in Aid of Flood Control; Arkansas,"April 8, 1941","Federal Register page and date: 6 FR 1857, April 10, 1941 
Supersedes: EO 6964, February 5, 1935"
8731.0,Amending   8716 To Provide for the Appointment of Alternate Members of the National Defense Mediation Board,"April 4, 1941","Federal Register page and date: 6 FR 1809, April 8, 1941 
Amends: EO 8716, March 19, 1941 
See: EO 9017, January 12, 1942"
8730.0,"Amendment of Subdivision IX, Schedule B, Civil Service Rules","April 2, 1941","Federal Register page and date: 6 FR 1792, April 5, 1941"
8729.0,"Correcting s Nos. 8680, 8682, and 8683 of February 14, 1941, Establishing Certain Naval Defensive Sea Areas and Naval Airspace Reservations","April 2, 1941","Federal Register page and date: 6 FR 1791, April 5, 1941 
Amends: EO 8680, February 14, 1941; EO 
      8682, February 14, 1941; EO 8683, February 
      14, 1941
Revoked by: EO 11045, August 21, 1962
See: EO 10341, April 8, 1952"
8728.0,Exemption of Ernest C. Steward From Compulsory Retirement for Age,"April 2, 1941",Note: This Executive order was not received for publication in the Federal Register.
8727.0,"Amending Paragraphs 104b and 104c, Manual for Courts-Martial, United States Army, Relating to Limitations on Punishments","April 1, 1941","Federal Register page and date: 6 FR 1766, April 3, 1941 
See: EO 4773, November 29, 1927"
8726.0,Exemption of Harry U. Wagner From Compulsory Retirement for Age,"March 29, 1941",Note: This Executive order was not received for publication in the Federal Register.
8725.0,Withdrawing Public Land for Use of the War Department; Florida,"March 29, 1941","Federal Register page and date: 6 FR 1765, April 3, 1941
Amended by: EO 9526, February 28, 
      1945"
8724.0,Restoring Lands of the Homestead Field Military Reservation to the Use of the Territory of Hawaii,"March 29, 1941","Federal Register page and date: 6 FR 1765, April 3, 1941"
8723.0,"Power Site Restoration  494, Partial Revocation of  of December 12, 1917, Creating Power Site Reserve  659; Oregon","March 28, 1941","Federal Register page and date: 6 FR 1705, April 1, 1941 
Revokes: Executive order of December 12, 1917 (in part)(unnumbered series)"
8722.0,"Modifying  of December 12, 1917, Creating Power Site Reserve  659, Coast Streams in Western Oregon","March 28, 1941","Federal Register page and date: 6 FR 1704, April 1, 1941 
Amends: Executive Order of December 12, 1917 (unnumbered series)"
8721.0,"Amendment of   8389 of April 10, 1940, as Amended","March 24, 1941","Federal Register page and date: 6 FR 1622, March 26, 1941 
Amends: EO 8389, April 10, 1940
See: Public Law 94-412 (90 Stat. 1255; 50 U.S.C. 1601)"
8720.0,Appointment of Watson B. Miller as Assistant Administrator of Federal Security Agency Without Regard to Civil Service Rules,"March 22, 1941",Note: This Executive order was not received for publication in the Federal Register.
8719.0,Suspending Certain Statutory Provisions Relating to Employment in the Canal Zone,"March 22, 1941","Federal Register page and date: 6 FR 1622, March 26, 1941"
8718.0,Establishing Subic Bay Naval Defensive Sea Area and Subic Bay Naval Airspace Reservation; Philippine Islands,"March 22, 1941","Federal Register page and date: 6 FR 1621, March 26, 1941 
See: EO 9720, May 8, 1946"
8717.0,Establishing Kodiak Island Naval Defensive Sea Area; Alaska,"March 22, 1941","Federal Register page and date: 6 FR 1621, March 26, 1941"
8716.0,Establishment of National Defense Mediation Board,"March 19, 1941","Federal Register page and date: 6 FR 1532, March 21, 1941 
Amended by: EO 8731, April 4, 1941
See: EO 9017, January 12, 1942"
8715.0,"Amendment of Chapter XIII of   4314 of September 25, 1925, Establishing Rules Governing Navigation of the Panama Canal and Adjacent Waters","March 18, 1941","Federal Register page and date: 6 FR 1531, March 21, 1941 
Amends: EO 4314, September 25, 1925"
8714.0,Designating Certain Officers To Act as Secretary of the Treasury in Case of Absence or Sickness of the Secretary,"March 18, 1941","Federal Register page and date: 6 FR 1517, March 20, 1941 
Revoked by: EO 10586, January 13, 1955"
8713.0,"Prescribing Regulations Governing the Exportation of Articles and Materials Designated in Proclamation  2465 of March 4, 1941, Issued Pursuant to the Provisions of Section 6 of the Act of Congress Approved July 2, 1940","March 15, 1941","Federal Register page and date: 6 FR 1502, March 19, 1941 
See: Proc. 2488, May 28, 1941"
8712.0,"Prescribing Regulations Governing the Exportation of Articles and Materials Designated in Proclamations Issued Pursuant to the Provisions of Section 6 of the Act of Congress Approved July 2, 1940","March 15, 1941","Federal Register page and date: 6 FR 1501, March 19, 1941 
Amended by: EO 8889, September 2, 1941
Revoked by: EO 8752, May 6, 1941 (in part)
See: Proc. 2488, May 28, 1941"
8711.0,"Amendment of   8389 of April 10, 1940, as Amended","March 13, 1941","Federal Register page and date: 6 FR 1443, March 15, 1941 
Amends: EO 8389, April 10, 1940 
See: Public Law 94-412 (90 Stat. 1255; 50 U.S.C. 1601)"
8710.0,Exemption of Ales Hrdlicka From Compulsory Retirement for Age,"March 12, 1941","See: EO 8058, February 23, 1939 ; EO 
      8368, March 7, 1940 
Note: This Executive order was not received for publication in the Federal Register."
8709.0,Changing the Name of the Wyoming National Forest to Bridger National Forest; Wyoming,"March 10, 1941","Federal Register page and date: 6 FR 1400, March 13, 1941 
See: Proc. 1529; EO 873, July 1, 1908"
8708.0,Reserving Certain Public Lands in Connection With the Independence County Wildlife Refuge; Arkansas,"March 10, 1941","Federal Register page and date: 6 FR 1399, March 13, 1941 
Supersedes: EO 6964, February 5, 1935 (in part)
Revoked by: Public Land Order 1517, September 27, 1957 (22 FR 7863)"
8707.0,Amending Certain Provisions of the Civil Service Rules,"March 10, 1941","Federal Register page and date: 6 FR 1399, March 13, 1941 
Revoked by: EO 9830, February 24, 1947"
8706.0,"Amending Paragraph 12 of   5865 of June 27, 1932, Prescribing Regulations Relating to Aerial Flights by Personnel of the Army, Navy, Marine Corps, Coast Guard, and National Guard","March 6, 1941","Federal Register page and date: 6 FR 1333, March 8, 1941 
Amends: EO 5865, June 27, 1933
Superseded by: EO 9195, July 6, 1942"
8705.0,Amending Certain Provisions of the Civil Service Rules,"March 5, 1941","Federal Register page and date: 6 FR 1313, March 7, 1941 
Revoked by: EO 9830, February 24, 1947"
8704.0,Regulations Governing the Granting of Allowances for Quarters and Subsistence to Enlisted Men,"March 4, 1941","Federal Register page and date: 6 FR 1302, March 6, 1941 
Supersedes: EO 7293, February 4, 1936
Amended by: EO 8759, May 24, 1941; EO 
      9105, March 20, 1942 
Superseded by: EO 9206, July 27, 1942"
8703.0,"Prescribing Regulations Governing the Exportation of Articles and Materials Designated in the President's Proclamation of March 4, 1941, Issued Pursuant to Section 6 of the Act of Congress Approved July 2, 1940, and Amending Regulations of January 15, 1941, Covering the Exportation of Certain Articles and Materials","March 4, 1941","Federal Register page and date: 6 FR 1301, March 6, 1941 
Amends: EO 8640, January 15, 1941"
8702.0,"Prescribing Regulations Governing the Exportation of Articles and Materials Designated in the President's Proclamation of March 4, 1941, Issued Pursuant to Section 6 of the Act of Congress Approved July 2, 1940, and Amending Regulations of January 15, 1941, Covering the Exportation of Certain Articles and Materials","March 4, 1941","Federal Register page and date: 6 FR 1301, March 6, 1941 
See: EO 8640, January 15, 1941"
8701.0,"Amendment of   8389 of April 10, 1940, as Amended","March 4, 1941","Federal Register page and date: 6 FR 1285, March 5, 1941 
Amends: EO 8389, April 10, 1940
See: Public Law 94-412 (90 Stat. 1255; 50 U.S.C. 1601)"
8700.0,"Revocation of   6667 of April 5, 1934, Withdrawing Public Lands; Colorado","March 3, 1941","Federal Register page and date: 6 FR 1285, March 5, 1941 
Revokes: EO 6667, April 5, 1934"
8699.0,"Covering Certain Positions in the Federal Deposit Insurance Corporation Into the Competitive Classified Civil Service, and Authorizing Certain Employees of That Corporation To Acquire a Classified Civil Service Status","March 1, 1941","Federal Register page and date: 6 FR 1285, March 5, 1941 
See: EO 7916, June 24, 1938; EO 
      8044, January 31, 1939"
8698.0,Exemption of Harry L. Mickey From Compulsory Retirement for Age,"March 1, 1941",Note: This Executive order was not received for publication in the Federal Register.
