,executive_order_number,title,signing_date,disposition_notes,president,days,count
227,7756.0,"Delegating to the Secretary of the Interior Certain Powers and Functions Vested in the President by the Act of February 22, 1935, Ch. 18, 49 Stat. 30, as Amended, and Authorizing the Establishment of a Petroleum Conservation Division",1937-12-01,"Federal Register page and date: 2 FR 3091, December 4, 1937
Amended by: EO 9732, June 3, 1946
Superseded by: EO 10752, February 12, 1958
Revoked by: EO 10752, February 12, 1958",Franklin D Roosevelt,1733,1943.0
226,7755.0,Exemption of Charles H. Hastings from Compulsory Retirement for Age,1937-11-26,"Amended by: EO 7904, May 31, 1938
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,1728,1942.0
225,7754.0,Exemption of Luther S. Cannon From Compulsory Retirement for Age,1937-11-26,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1728,1941.0
224,7753.0,Exemption of Frank L. Boyd From Compulsory Retirement for Age,1937-11-26,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1728,1940.0
223,7752.0,Transferring Certain Lands from the Department of Agriculture to the Department of Commerce and Reserving Them as the Arcadia Fish Hatchery,1937-11-24,"Federal Register page and date: 2 FR 2957, November 27, 1937
Amended by: Public Land Order 2069, March 10, 1960 (25 FR 2163)",Franklin D Roosevelt,1726,1939.0
222,7751.0,Exemption of Wendell W. Mischler From Compulsory Retirement for Age,1937-11-23,"Amends: 
    
    EO 7196, September 26, 1935
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,1725,1938.0
221,7750.0,Exemption of Adrian J. Pieters From Compulsory Retirement for Age,1937-11-23,"Amends: 
    
    EO 7478, October 24, 1936
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,1725,1937.0
219,7748.0,"Withdrawal of Area for Use of the Navy Department for Present and Prospective Naval Purposes, Alaska",1937-11-20,"Federal Register page and date: 2 FR 2947, November 24, 1937
Revoked by: EO 8278, October 28, 1939",Franklin D Roosevelt,1722,1935.0
220,7749.0,"Enlarging St. Marks Migratory Bird Refuge, Florida",1937-11-22,"Federal Register page and date: 2 FR 2947, November 24, 1937
Amends: 
    
    EO 5740, October 31, 1931",Franklin D Roosevelt,1724,1936.0
218,7747.0,"Establishing a Defensive Sea Area Off the Coast of San Clemente Island, California",1937-11-20,"Federal Register page and date: 2 FR 2947, November 24, 1937
Amended by: EO 8536, September 6, 1940; EO 
      9787, October 5, 1946
See: 
    
    EO 6897, November 7, 1934; EO 9894, September 
    23, 1947",Franklin D Roosevelt,1722,1934.0
217,7746.0,"Amending Paragraph 7, Subdivision I, Schedule A of the Civil Service Rules",1937-11-20,"Federal Register page and date: 2 FR 2947, November 24, 1937",Franklin D Roosevelt,1722,1933.0
216,7745.0,Exemption of Arthur Snow from Compulsory Retirement for Age,1937-11-19,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1721,1932.0
215,7744.0,Authorizing the Solicitor of the Department of Labor To Act as Secretary of Labor,1937-11-19,"Federal Register page and date: 2 FR 2935, November 23, 1937
Revoked by: EO 9783, September 23, 1946",Franklin D Roosevelt,1721,1931.0
214,7743.0,"Transferring the Control and Jurisdiction Over Lands in Dona Ana County, New Mexico, From the Department of Agriculture to the Department of the Interior",1937-11-19,"Federal Register page and date: 2 FR 2935, November 23, 1937
Amended by: Public Land Order 4194, April 12, 1967 (32 FR 6138)
See: Public Land Order 1100, March 18, 1955 (20 FR 1821); Public Land Order 2175, July 11, 1960 (25 FR 7678)",Franklin D Roosevelt,1721,1930.0
213,7742.0,"Enlarging Tongass National Forest, Alaska",1937-11-19,"Federal Register page and date: 2 FR 2935, November 23, 1937",Franklin D Roosevelt,1721,1929.0
212,7741.0,"Reservoir Site Restoration  17 Partial Revocation of  of June 8, 1926, Creating Reservoir Site Reserve  17, California",1937-11-15,"Federal Register page and date: 2 FR 2896, November 18, 1937
Amends: 
    
    EO 4456-A, June 8, 1926",Franklin D Roosevelt,1717,1928.0
211,7740.0,"Withdrawal of Public Land for Use of the War Department for Military Purposes, California",1937-11-15,"Federal Register page and date: 2 FR 2895, November 18, 1937
Amends: 
    
    EO 6910, November 26, 1934
Revoked by: EO 8450, June 20, 1940",Franklin D Roosevelt,1717,1927.0
210,7739.0,"Revocation of  6752 of June 28, 1934, Amending Subdivision XVIII of Schedule A of the Civil Service Rules",1937-11-15,"Federal Register page and date: 2 FR 2895, November 18, 1937
Revokes: 
    
    EO 6752, June 28, 1934",Franklin D Roosevelt,1717,1926.0
209,7738.0,"Amendment of Paragraph 6, Subdivision VII, Schedule A, Civil Service Rules",1937-11-11,"Federal Register page and date: 2 FR 2867, November 13, 1937",Franklin D Roosevelt,1713,1925.0
208,7737.0,Authorizing the Appointment of Mrs. Mary G. Bird to a Position in the Farm Credit Administration Without Regard to Civil Service Rules,1937-11-06,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1708,1924.0
207,7736.0,"Amendment of  of January 17, 1873, To Permit Any Officer or Employee of the Municipality of St. Thomas and St. John or the Municipality of St. Croix, Virgin Islands, To Be Appointed as Immigration Inspector for the Virgin Islands",1937-11-06,"Federal Register page and date: 2 FR 2819, November 8, 1937
Amends: Executive order of January 17, 1873 (unnumbered series)
Revoked by: EO 11408, April 25, 1968 (in 
      part)",Franklin D Roosevelt,1708,1923.0
206,7735.0,Exemption of Mrs. Olive H. Jarrett From Compulsory Retirement for Age,1937-11-05,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1707,1922.0
205,7734.0,"Withdrawal of Public Land for the use of the Department of Agriculture, New Mexico",1937-11-01,"Federal Register page and date: 2 FR 2803, November 4, 1937
Amends: 
    
    EO 6910, November 26, 1934
Revoked by: Public Land Order 271, April 5, 1945 (10 FR 4110) (in part)",Franklin D Roosevelt,1703,1921.0
203,7733.0,"Exemption of Robert Dickens From Compulsory Retirement for Age, Navy Yard",1937-10-27,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1698,1919.0
204,7733.2,Exemption of Margaret M. Hanna From Compulsory Retirement for Age,1937-10-30,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1701,1920.0
201,7731.0,"Designating the Honorable Martin Travieso as Acting Judge of the District Court of the United States for Puerto Rico for the Trial of the Case United States v. Julio Pinto Gandia, et al.",1937-10-22,"Federal Register page and date: 2 FR 2631, October 26, 1937",Franklin D Roosevelt,1693,1917.0
202,7732.0,"Transferring to the United States Housing Authority Federal Housing Projects, Funds, Property and Employees of the Federal Emergency Administration of Public Works",1937-10-27,"Federal Register page and date: 2 FR 2707, October 29, 1937
Amended by: EO 7839, March 12, 1938; EO 
      7934, July 16, 1938
See: EO 10530, May 10, 1954",Franklin D Roosevelt,1698,1918.0
200,7730.0,Exemption of Marvin M. McLean From Compulsory Retirement for Age,1937-10-19,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1690,1916.0
199,7729.0,Amending the Instructions to Diplomatic Officers and the Consular Regulations,1937-10-16,"2 FR 2601, October 20 1937
Amended by: EO 7826, February 28, 1938
Revoked by: EO 9521, February 13, 
      1945",Franklin D Roosevelt,1687,1915.0
198,7728.0,Exemption of Miss Mary M. O'Reilly From Compulsory Retirement for Age,1937-10-14,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1685,1914.0
197,7727.0,Exemption of Harry D. Myers From Compulsory Retirement for Age,1937-10-12,"Amends: 
    
    EO 7444, September 7, 1936
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,1683,1913.0
196,7726.0,Exemption of George T. Summerlin From Compulsory Retirement for Age,1937-10-12,"See: EO 9271, November 17, 1942
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,1683,1912.0
195,7725.0,Exemption of Matthew J. Munster From Compulsory Retirement for Age,1937-10-12,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1683,1911.0
194,7724.0,"Establishing Bitter Lake Migratory Waterfowl Refuge, New Mexico",1937-10-08,"Federal Register page and date: 2 FR 2467, October 12, 1937
Amends: 
    
    EO 5909, August 22, 1932
Revoked by: Public Land Order 326, August 30, 1946 (11 FR 10298) (in part)",Franklin D Roosevelt,1679,1910.0
193,7723.0,"Withdrawing Public Land for Classification, New Mexico",1937-10-08,"Federal Register page and date: 2 FR 2466, October 12, 1937
Revoked by: Public Land Order 810, April 4, 1952 (17 FR 2061)",Franklin D Roosevelt,1679,1909.0
191,7721.0,"Enlarging Willapa Harbor Migratory Bird Refuge, Washington",1937-10-08,"Federal Register page and date: 2 FR 2465, October 12, 1937
Amends: EO 7541, January 22, 1937
See: Proclamation 2439, November 7, 1940",Franklin D Roosevelt,1679,1907.0
192,7722.0,"Withdrawal of Public Land for the Use, Possession, and Control of the Tennessee Valley Authority, Alabama",1937-10-08,"Federal Register page and date: 2 FR 2466, October 12, 1937
Amends: 
    
    EO 6964, February 5, 1935",Franklin D Roosevelt,1679,1908.0
190,7720.0,"Establishing Camas Migratory Waterfowl Refuge, Idaho",1937-10-08,"Federal Register page and date: 2 FR 2465, October 12, 1937",Franklin D Roosevelt,1679,1906.0
189,7719.0,"Enlarging Ouachita National Forest, Arkansas",1937-10-08,"Federal Register page and date: 2 FR 2465, October 12, 1937
Supersedes: EO 7628, June 8, 1937",Franklin D Roosevelt,1679,1905.0
188,7718.0,"Authorizing the Inspection of Certain Income Tax Returns by the Department of National Revenue, Ottawa, Canada",1937-10-02,"Federal Register page and date: 2 FR 2435, October 6, 1937",Franklin D Roosevelt,1673,1904.0
187,7717.0,"Amending   7677-A, of July 26, 1937, Entitled Civilian Conservation Corps",1937-09-29,"Federal Register page and date: 2 FR 2435, October 6, 1937
Amends: 
    
    EO 7677-A, July 26, 1937
Amended by: EO 8221, August 21, 1939
See: EO 8133, May 15, 1939",Franklin D Roosevelt,1670,1903.0
186,7716.0,Extension of Trust Periods on Indian Lands Expiring During Calendar Year 1938,1937-09-29,"Federal Register page and date: 2 FR 2417, October 2, 1937",Franklin D Roosevelt,1670,1902.0
185,7715.0,Prescribing Regulations for Carrying Into Effect in the Virgin Islands Certain Provisions of the Marijuana Tax Act of 1937,1937-09-26,"Federal Register page and date: 2 FR 2347, September 30, 1937",Franklin D Roosevelt,1667,1901.0
184,7714.0,Exemption of Charles R. Torbet From Compulsory Retirement for Age,1937-09-23,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1664,1900.0
183,7713.0,"Establishing Lake Thibadeau Migratory Waterfowl Refuge, Montana",1937-09-23,"Federal Register page and date: 2 FR 2281, September 28, 1937
Amends: 
    
    EO 6910, November 26, 1934",Franklin D Roosevelt,1664,1899.0
182,7712.0,Amending the Tariff of United States Consular Fees,1937-09-23,"Federal Register page and date: 2 FR 2281, September 28, 1937",Franklin D Roosevelt,1664,1898.0
181,7711.0,Designating John D. Biggers Administrator of an Unemployment Census,1937-09-22,"Federal Register page and date: 2 FR 2221, September 24, 1937
Amended by: EO 7999, October 31, 1938",Franklin D Roosevelt,1663,1897.0
180,7710.0,Authorizing the Appointment of Dr. Winfred Overholse as Superintendent of St. Elizabeths Hospital Without Regard to Civil Service Rules,1937-09-17,"Federal Register page and date: 2 FR 2195, September 21, 1937",Franklin D Roosevelt,1658,1896.0
179,7709.2,Abolishing the National Emergency Council,1937-09-16,"Federal Register page and date: 2 FR 2195, September 21, 1937
Revokes: 
    
    EO 7073, June 13, 1935
Amended by: EO 7776, December 27, 1937; EO 
      7906, June 6, 1938",Franklin D Roosevelt,1657,1895.0
178,7709.0,Exemption of Lee C. Corbett From Compulsory Retirement for Age,1937-09-16,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1657,1894.0
177,7708.0,"Exempting Roger John Traynor From the Provisions of the  of January 17, 1873",1937-09-11,"Federal Register page and date: 2 FR 2167, September 16, 1937
Amends: Executive order of January 17, 1873 (unnumbered series)",Franklin D Roosevelt,1652,1893.0
176,7707.0,"Withdrawal of Public Land for Use of the War Department for Military Purposes, California",1937-09-11,"Federal Register page and date: 2 FR 2167, September 16, 1937
Amends: 
    
    EO 6910, November 26, 1934
Revoked by: EO 8450, June 20, 1940",Franklin D Roosevelt,1652,1892.0
175,7706.0,"Extending the Limits of Customs Port of Entry of Chester, Pennsylvania",1937-09-11,"Federal Register page and date: 2 FR 2167, September 16, 1937",Franklin D Roosevelt,1652,1891.0
174,7705.0,"Public Water Reserve  159, California",1937-09-11,"Federal Register page and date: 2 FR 2167, September 16, 1937
Revoked by: Public Land Order 6316, August 30, 1982 (47 FR 39491)",Franklin D Roosevelt,1652,1890.0
173,7704.0,Exemption of George C. Havenner From Compulsory Retirement for Age,1937-09-10,"Amends: 
    
    EO 7431, August 17, 1936
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,1651,1889.0
172,7703.0,Designation of Joanne Kavanagh To Sign Land Patents,1937-09-10,"Federal Register page and date: 2 FR 2147, September 14, 1937",Franklin D Roosevelt,1651,1888.0
171,7702.0,"Amendment of Paragraph 6, Subdivision IX, Schedule A of Civil Service Rules (Office of Secretary of Agriculture)",1937-09-06,"Federal Register page and date: 2 FR 2139, September 11, 1937",Franklin D Roosevelt,1647,1887.0
170,7701.0,Limiting the Importation of Red Cedar Shingles from Canada During the Last Six Months of 1937,1937-09-03,"Federal Register page and date: 2 FR 2113, September 8, 1937
Amends: 
    
    EO 7575, March 13, 1937",Franklin D Roosevelt,1644,1886.0
168,7699.0,"Abolishing Nome, Alaska, as a Customs Port of Entry",1937-08-28,"Federal Register page and date: 2 FR 2093, September 1, 1937",Franklin D Roosevelt,1638,1884.0
169,7700.0,"Inspection of Income, Profit, and Capital Stock Tax Returns by the Committee on Interstate Commerce, U.S. Senate",1937-08-31,"Federal Register page and date: 2 FR 2215, September 23, 1937",Franklin D Roosevelt,1641,1885.0
166,7697.0,"Interchange of Land Between the Army and the Navy at Bolling Field, District of Columbia",1937-08-23,"Federal Register page and date: 2 FR 1727, August 25, 1937
Amends: 
    
    EO 7215, October 26, 1935",Franklin D Roosevelt,1633,1882.0
167,7698.0,"Excluding Certain Lands From the Carson National Forest, New Mexico",1937-08-26,"Federal Register page and date: 2 FR 2071, August 28, 1937",Franklin D Roosevelt,1636,1883.0
165,7696.0,Regulations Governing the Grades and Ratings of Enlisted Men of the Regular Army for the Fiscal Year 1938,1937-08-23,"Federal Register page and date: 2 FR 1727, August 25, 1937",Franklin D Roosevelt,1633,1881.0
164,7695.0,"Withdrawal of Public Lands for the Use of the War Department for Military Purposes, Washington",1937-08-23,"Federal Register page and date: 2 FR 1727, August 25, 1937
Amends: 
    
    EO 6964, February 5, 1935
Revoked by: Public Land Order 430, December 19, 1947 (12 FR 8892)",Franklin D Roosevelt,1633,1880.0
163,7694.0,"Revocation of   5667 of August 18, 1931, Withdrawing Public Lands, Wyoming",1937-08-23,"Federal Register page and date: 2 FR 1727, August 25, 1937
Revokes: 
    
    EO 5687, August 18, 1937",Franklin D Roosevelt,1633,1879.0
162,7693.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, Washington",1937-08-19,"Federal Register page and date: 2 FR 1713, August 24, 1937
Amends: 
    
    EO 6964, February 5, 1935
Amended by: EO 8104, May 2, 1939
Revoked by: Public Land Order 7028, January 26, 1994 (59 FR 7226) (in part)",Franklin D Roosevelt,1629,1878.0
161,7692.0,Exemption of Robert C. Merritt From Compulsory Retirement for Age,1937-08-17,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1627,1877.0
160,7691.0,"Establishing the Snake River Migratory Waterfowl Refuge, Idaho",1937-08-17,"Federal Register page and date: 2 FR 1701, August 20, 1937 
Revoked by: Public Land Order 3110, June 28, 1963 (28 FR 6874)",Franklin D Roosevelt,1627,1876.0
159,7690.0,Exemption of Stephen B. Soulé From Compulsory Retirement for Age,1937-08-13,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1623,1875.0
158,7689.0,Appointment of Secretary of the Interior as Administrator of the Puerto Rico Reconstruction Administration,1937-08-12,"Federal Register page and date: 2 FR 1679, August 17, 1937
Amends: 
    
    EO 7057, May 28, 1935; 
    
    EO 7180, September 6, 1935; 
    
    EO 7493, November 14, 1936
Amended by: EO 8294, November 30, 1939; EO 
      8888, September 3, 1941; EO 9278, December 
      4, 1942; EO 9618, September 19, 1945; 
      EO 9901, October 25, 1947; EO 
      10468, July 7, 1953",Franklin D Roosevelt,1622,1874.0
157,7688.0,"Amendment of   3206 of December 30, 1919, as Amended, Creating the Federal Board of Surveys and Maps",1937-08-10,"Federal Register page and date: 2 FR 1665, August 13, 1937
Amends: 
    
    EO 3206, December 30, 1919",Franklin D Roosevelt,1620,1873.0
156,7687.0,Extending the Provisions of the Civil Service Retirement Act to Certain Federal Employees on the Isthmus of Panama,1937-08-10,"Federal Register page and date: 2 FR 1665, August 13, 1937",Franklin D Roosevelt,1620,1872.0
155,7686.0,"Amendment of   7302 of February 21, 1936, Transferring Certain Lands in the Virgin Islands to the Control and Jurisdiction of the Secretary of the Navy",1937-08-05,"Federal Register page and date: 2 FR 1641, August 7, 1937
Amends: 
    
    EO 7302, February 21, 1936
Amended by: EO 7790, January 12, 1938; EO 
      8103, May 2, 1939; EO 8201, July 11, 1939",Franklin D Roosevelt,1615,1871.0
154,7685.0,"Revocation of   4699 of August 1, 1927, Withdrawing Public Lands, California",1937-08-05,"Federal Register page and date: 2 FR 1641, August 7, 1937
Revokes: 
    
    EO 4699, August 1, 1927",Franklin D Roosevelt,1615,1870.0
153,7684.0,"Revocation of   6288 of September 14, 1933, Withdrawing Public Lands, Wyoming",1937-08-05,"Federal Register page and date: 2 FR 1641, August 7, 1937
Revokes: 
    
    EO 6288, September 14, 1933",Franklin D Roosevelt,1615,1869.0
152,7683.0,"Revocation of   6192 of July 3, 1933, Withdrawing Public Lands, California",1937-08-05,"Federal Register page and date: 2 FR 1641, August 7, 1937
Revokes: 
    
    EO 6192, July 3, 1933",Franklin D Roosevelt,1615,1868.0
151,7682.0,Exemption of Milton F. Colburn From Compulsory Retirement for Age,1937-07-30,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1609,1867.0
150,7681.0,"Establishing the Turnbull Migratory Waterfowl Refuge, Washington",1937-07-30,"Federal Register page and date: 2 FR 1622, August 3, 1937",Franklin D Roosevelt,1609,1866.0
149,7680.0,"Enlarging the Elk Refuge, Wyoming",1937-07-30,"Federal Register page and date: 2 FR 1621, August 3, 1937
Amends: 
    
    EO 2177, April 21, 1915; 
    
    EO 4631, April 15, 1927; 
    
    EO 4685, July 7, 1927; 
    
    EO 4857, April 16, 1928
Revokes: 
    
    EO 3741, September 29, 1922
Superseded by: Proclamation 2578, March 15, 1943 (in part)",Franklin D Roosevelt,1609,1865.0
148,7679.0,"Amendment of Subdivision II, Schedule A of the Civil Service Rules",1937-07-30,"Federal Register page and date: 2 FR 1621, August 3, 1937",Franklin D Roosevelt,1609,1864.0
147,7678.0,"Establishing Apache Migratory Waterfowl Refuge, Arizona",1937-07-27,"Federal Register page and date: 2 FR 1581, July 29, 1937
Revoked by: Public Land Order 343, January 29, 1947 (12 FR 1023)",Franklin D Roosevelt,1606,1863.0
146,7677.2,Civilian Conservation Corps,1937-07-26,"Federal Register page and date: 2 FR 1605, July 31, 1937
Amended by: EO 7717, September 29, 1937; 
      EO 8133, May 15, 1939; EO 
      8221, August 21, 1939",Franklin D Roosevelt,1605,1862.0
144,7676.0,The Canal Zone Judiciary,1937-07-26,"Federal Register page and date: 2 FR 1579, July 29, 1937
Supersedes: 
    
    EO 1898, March 12, 1914, 
    
    EO 2007, August 3, 1914; 
    
    EO 3965, February 26, 1924; 
    
    EO 4711, August 29, 1927; 
    
    EO 4792, January 3, 1928; 
    
    EO 5704, September 2, 1031; 
    
    EO 6390, November 3, 1933
Superseded by: EO 11305, September 12, 1966 
      (in part)
See: 
    
    EO 6166, June 10, 1933",Franklin D Roosevelt,1605,1860.0
145,7677.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, Colorado",1937-07-27,"Federal Register page and date: 2 FR 1581, July 29, 1937
Amends: 
    
    EO 6910, November 26, 1934",Franklin D Roosevelt,1606,1861.0
143,7675.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, New Mexico",1937-07-21,"Federal Register page and date: 2 FR 1535, July 24, 1937
Amends: 
    
    EO 6910, November 26, 1934",Franklin D Roosevelt,1600,1859.0
142,7674.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, North Dakota",1937-07-19,"Federal Register page and date: 2 FR 1512, July 22, 1937
Amends: 
    
    EO 6910, November 26, 1934",Franklin D Roosevelt,1598,1858.0
141,7673.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, North Dakota",1937-07-19,"Federal Register page and date: 2 FR 1512, July 2, 1937
Amends: 
    
    EO 6910, November 26, 1934",Franklin D Roosevelt,1598,1857.0
140,7672.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, Oregon",1937-07-19,"Federal Register page and date: 2 FR 1511, July 22, 1937
Amends: 
    
    EO 6910, November 26, 1934
See: Federal Power Commission Power Project 2030, January 21, 1958 (23 FR 368)",Franklin D Roosevelt,1598,1856.0
139,7671.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, South Dakota",1937-07-19,"Federal Register page and date: 2 FR 1510, July 22, 1937
Amends: 
    
    EO 6910, November 26, 1934
See: Public Land Order 147, July 12, 1943 (8 FR 10578); Public Land Order 531, November 24, 1948 (13 FR 7384)",Franklin D Roosevelt,1598,1855.0
138,7670.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, Arkansas",1937-07-19,"Federal Register page and date: 2 FR 1509, July 22, 1937
Amends: 
    
    EO 6964, February 5, 1935
Revoked by: Proclamation 2422",Franklin D Roosevelt,1598,1854.0
137,7669.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, Colorado",1937-07-19,"Federal Register page and date: 2 FR 1509, July 22, 1937
Amends: 
    
    EO 6910, November 26, 1934",Franklin D Roosevelt,1598,1853.0
136,7668.0,"Reinstatement of Foreign Service Officer, George T. Summerlin, Class I",1937-07-19,Note: This Executive Order was not received for publication in the Federal Register.,Franklin D Roosevelt,1598,1852.0
134,7666.0,Exemption of Albert F. Woods From Compulsory Retirement for Age,1937-07-17,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1596,1850.0
135,7667.0,Exemption of William H. Griffin From Compulsory Retirement for Age,1937-07-17,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1596,1851.0
133,7665.0,"Correcting Descriptions of Boundaries of Kawaihae Lighthouse Reservation, Territory of Hawaii",1937-07-17,"Federal Register page and date: 2 FR 1499, July 21, 1937
Amends: Proclamation of April 24, 1911 (unnumbered)",Franklin D Roosevelt,1596,1849.0
132,7664.0,"Modifying the Seney Migratory Waterfowl Refuge, Michigan",1937-07-17,"Federal Register page and date: 2 FR 1499, July 21, 1937
Amends: 
    
    EO 6964, February 5, 1935; 
    
    EO 7246, December 10, 1935",Franklin D Roosevelt,1596,1848.0
131,7663.0,"Enlarging Uinta National Forest, Utah",1937-07-17,"Federal Register page and date: 2 FR 1498, July 21, 1937",Franklin D Roosevelt,1596,1847.0
130,7662.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, Arkansas",1937-07-17,"Federal Register page and date: 2 FR 1497, July 21, 1937 
Amends: 
    
    EO 6964, February 5, 1935
Revoked by: Proclamation 2296, August 30, 1938",Franklin D Roosevelt,1596,1846.0
129,7661.0,"Amendment of Subdivision XI, Schedule B, Civil Service Rules",1937-07-17,"Federal Register page and date: 2 FR 1497, July 21, 1937",Franklin D Roosevelt,1596,1845.0
128,7660.0,Exempting Certain Positions From Salary Classification,1937-07-17,"Federal Register page and date: 2 FR 1497, July 21, 1937
Amends: 
    
    EO 6746, June 21, 1934",Franklin D Roosevelt,1596,1844.0
127,7659.0,Exemption of Walter B. Luna From Compulsory Retirement for Age,1937-07-15,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1594,1843.0
126,7658.0,Restoring to the Territory of Hawaii a Portion of the Fort De Russy Military Reservation,1937-07-15,"Federal Register page and date: 2 FR 1475, July 17, 1937
Amended by: EO 9872, July 15, 1947",Franklin D Roosevelt,1594,1842.0
125,7657.0,Exemption of George C. DeHart From Compulsory Retirement for Age,1937-07-14,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1593,1841.0
124,7656.0,"Modification of  of June 8, 1929, Creating Potash Reserve  7, New Mexico",1937-07-13,"Federal Register page and date: 2 FR 1461, July 16, 1937
Amends: Executive Order of June 8, 1929 (unnumbered series)",Franklin D Roosevelt,1592,1840.0
123,7655.0,"Establishing Deer Flat Migratory Waterfowl Refuge, Idaho",1937-07-12,"Federal Register page and date: 2 FR 1453, July 15, 1937
Amends: 
    
    EO 1032, February 25, 1909
Revoked by: Public Land Order 1239, October 21, 1955 (20 FR 8077) (in part); Public Land Order 3047, April 26, 1963 (28 FR 4441); Public Land Order 3661, June 3, 1965 (30 FR 7521); Public Land Order 5545, October 24, 1975 (40 FR 50719) (in part)
See: Public Land Order 1060, January 26, 1955 (20 FR 687); Public Land Order 1597, March 7, 1958 (23 FR 1734); Public Land Order 3016, April 8, 1963 (28 FR 3658)",Franklin D Roosevelt,1591,1839.0
122,7654.0,"Authorizing the Appointment of Jacob Oblock to the Position of Elevator Operator in the Custodial Service, Post Office Department, Without Regard to the Civil Service Rules",1937-07-09,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1588,1838.0
121,7653.0,"Revocation of   5603 of April 20, 1931, Withdrawing Public Lands, Wyoming",1937-07-09,"Federal Register page and date: 2 FR 1419, July 13, 1937
Revokes: 
    
    EO 5603, April 20, 1931",Franklin D Roosevelt,1588,1837.0
120,7652.0,"Partial Revocation of   6361 of October 25, 1933, Withdrawing Public Lands, California",1937-07-02,"Federal Register page and date: 2 FR 1379, July 7, 1937
Amends: 
    
    EO 6361, October 25, 1933",Franklin D Roosevelt,1581,1836.0
119,7651.0,"Modifying  of June 8, 1926, Creating Reservoir Site Reserve  17, Pacific Slope Basins, California",1937-07-01,"Federal Register page and date: 2 FR 1377, July 7, 1937
Amends: 
    
    EO 4456-A,June 8, 1926",Franklin D Roosevelt,1580,1835.0
118,7650.0,"Establishing Moosehorn Migratory Bird Refuge, Maine",1937-07-01,"Federal Register page and date: 2 FR 1377, July 7, 1937
Amended by: EO 7967, August 30, 1938",Franklin D Roosevelt,1580,1834.0
117,7649.0,"Making Applicable to the Emergency Relief Appropriations Act of 1937 Certain s, Rules, and Regulations Issued Under Authority of the Emergency Relief Appropriation Acts of 1935 and 1936",1937-06-29,"Federal Register page and date: 2 FR 1359, July 2, 1937
Amends: 
    
    EO 7034, May 6, 1935
See: EO 7838, March 12, 1938",Franklin D Roosevelt,1578,1833.0
116,7648.0,"Waving Provisions of  of January 17, 1973, Prohibiting Federal Employees from Holding any Office Under any State, Territorial or Municipal Government, as to Douglas Armstrong, Director of Police, Virgin Islands",1937-06-28,"Amends: 
    
    EO 9, January 17, 1873
Revoked by: EO 11408, April 25, 1968 (in 
      part)
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,1577,1832.0
115,7647.0,"Withdrawal of Public Land for Use as a Rifle Range Under the Supervision of the War Department, Idaho",1937-06-28,"Federal Register page and date: 2 FR 1315, July 1, 1937
Amends: 
    
    EO 6910, November 26, 1934",Franklin D Roosevelt,1577,1831.0
